   0.0000000e+00  -4.3224359e-02  -3.4863116e-03   5.6145646e-12   5.6145838e-12   7.6986003e+09   6.2093967e+08   1.6342375e-06   1.7758509e-06
   3.0303030e-02  -4.2510263e-02  -3.7820181e-03   5.9775117e-12   5.7009115e-12   7.4567664e+09   6.6340745e+08   4.8521114e-02   2.4155320e-06
   6.0606061e-02  -4.0457447e-02  -4.3210181e-03   5.8616094e-12   5.9646637e-12   6.7828634e+09   7.2443709e+08   1.7276220e-02   1.2692563e-06
   9.0909091e-02  -3.7197121e-02  -4.7242358e-03   5.8055722e-12   6.4205455e-12   5.7934712e+09   7.3580222e+08   9.5779081e-02   3.3420123e-06
   1.2121212e-01  -3.2856494e-02  -4.7703946e-03   7.2898159e-12   7.0940320e-12   4.6315651e+09   6.7245133e+08   2.7597670e-02   7.1022865e-07
   1.5151515e-01  -2.7558774e-02  -4.3595917e-03   8.9767169e-12   8.0233034e-12   3.4348487e+09   5.4336733e+08   1.1883293e-01   2.1304051e-06
   1.8181818e-01  -2.1423171e-02  -3.4822168e-03   9.6441622e-12   9.2614701e-12   2.3131519e+09   3.7598994e+08   4.1321702e-02   7.8415964e-07
   2.1212121e-01  -1.4564891e-02  -2.1927091e-03   1.0030610e-11   1.0880422e-11   1.3386317e+09   2.0152777e+08   7.8105534e-02   9.5640723e-07
   2.4242424e-01  -7.0951443e-03  -5.8767489e-04   1.1675542e-11   1.2975615e-11   5.4680663e+08   4.5290768e+07   1.0019251e-01   1.0841681e-06
   2.7272727e-01   8.7886254e-04   1.2120811e-03   1.5231321e-11   1.5672449e-11   5.6076978e+07   7.7338424e+07   2.8145519e-02   1.2348299e-06
   3.0303030e-01   9.2539218e-03   3.0760329e-03   2.0094753e-11   1.9135060e-11   4.8361035e+08   1.6075361e+08   5.0152667e-02   9.4422454e-07
   3.3333333e-01   1.7930826e-02   4.8753157e-03   2.5270591e-11   2.3577782e-11   7.6049615e+08   2.0677568e+08   7.1795986e-02   7.5066502e-07
   3.6363636e-01   2.6814368e-02   6.4913802e-03   3.0422418e-11   2.9279990e-11   9.1579237e+08   2.2170041e+08   3.9018250e-02   8.4837433e-07
   3.9393939e-01   3.5813342e-02   7.8222674e-03   3.6289062e-11   3.6605835e-11   9.7835149e+08   2.1368927e+08   8.6527575e-03   8.6079304e-07
   4.2424242e-01   4.4840541e-02   8.7868213e-03   4.4345666e-11   4.6030355e-11   9.7415132e+08   1.9089185e+08   3.6599726e-02   2.1539221e-07
   4.5454545e-01   5.3812758e-02   9.3271391e-03   5.6118429e-11   5.8173633e-11   9.2503653e+08   1.6033269e+08   3.5329176e-02   4.1489752e-07
   4.8484848e-01   6.2650787e-02   9.4095323e-03   7.2672098e-11   7.3845554e-11   8.4840312e+08   1.2742181e+08   1.5890506e-02   1.8339557e-07
   5.1515152e-01   7.1279423e-02   9.0242528e-03   9.4569811e-11   9.4104866e-11   7.5744712e+08   9.5895757e+07   4.9412303e-03   5.1734068e-07
   5.4545455e-01   7.9627460e-02   8.1842144e-03   1.2228577e-10   1.2033705e-10   6.6170373e+08   6.8010773e+07   1.6194051e-02   1.9330047e-07
   5.7575758e-01   8.7627693e-02   6.9229229e-03   1.5682809e-10   1.5435692e-10   5.6769517e+08   4.4850088e+07   1.6009237e-02   1.8608866e-07
   6.0606061e-01   9.5216917e-02   5.2918043e-03   2.0028566e-10   1.9854367e-10   4.7957658e+08   2.6653093e+07   8.7736170e-03   2.1139318e-07
   6.3636364e-01   1.0233593e-01   3.3571066e-03   2.5612173e-10   2.5601907e-10   3.9971994e+08   1.3112720e+07   4.0098210e-04   2.3180459e-08
   6.6666667e-01   1.0892952e-01   1.1965278e-03   3.2921125e-10   3.3088263e-10   3.2920899e+08   3.6161693e+06   5.0511222e-03   1.6155150e-07
   6.9696970e-01   1.1494649e-01  -1.1042915e-03   4.2576923e-10   4.2852235e-10   2.6823920e+08   2.5769765e+06   6.4246182e-03   4.9874892e-08
   7.2727273e-01   1.2033963e-01  -3.4552897e-03   5.5338534e-10   5.5602535e-10   2.1642831e+08   6.2142673e+06   4.7480344e-03   3.8399632e-08
   7.5757576e-01   1.2506574e-01  -5.7654164e-03   7.2135919e-10   7.2272036e-10   1.7304858e+08   7.9773823e+06   1.8834802e-03   8.0267164e-08
   7.8787879e-01   1.2908562e-01  -7.9458843e-03   9.4145051e-10   9.4089555e-10   1.3719442e+08   8.4450235e+06   5.8979463e-04   2.4495085e-08
   8.1818182e-01   1.3236406e-01  -9.9131662e-03   1.2290663e-09   1.2267482e-09   1.0789831e+08   8.0808494e+06   1.8896283e-03   2.6287728e-08
   8.4848485e-01   1.3486986e-01  -1.1591675e-02   1.6048481e-09   1.6016425e-09   8.4207221e+07   7.2373687e+06   2.0014666e-03   3.2602241e-08
   8.7878788e-01   1.3657582e-01  -1.2916079e-02   2.0966233e-09   2.0937749e-09   6.5229463e+07   6.1688011e+06   1.3603805e-03   6.4117039e-09
   9.0909091e-01   1.3745873e-01  -1.3833212e-02   2.7417474e-09   2.7403821e-09   5.0160422e+07   5.0479145e+06   4.9820439e-04   1.7210403e-08
   9.3939394e-01   1.3749939e-01  -1.4303561e-02   3.5899737e-09   3.5906665e-09   3.8293554e+07   3.9835402e+06   1.9296094e-04   2.0014216e-08
   9.6969697e-01   1.3668260e-01  -1.4302308e-02   4.7071182e-09   4.7096777e-09   2.9021646e+07   3.0367922e+06   5.4344975e-04   3.6248200e-09
   1.0000000e+00   1.3499716e-01  -1.3819926e-02   6.1799217e-09   6.1834609e-09   2.1831974e+07   2.2349833e+06   5.7236167e-04   8.3981672e-09
   1.0303030e+00   1.3243587e-01  -1.2862334e-02   8.1226321e-09   8.1258917e-09   1.6298010e+07   1.5828837e+06   4.0113265e-04   1.0101447e-08
   1.0606061e+00   1.2899552e-01  -1.1450623e-02   1.0685950e-08   1.0687750e-08   1.2069473e+07   1.0713793e+06   1.6845352e-04   3.2957575e-09
   1.0909091e+00   1.2467692e-01  -9.6203750e-03   1.4069113e-08   1.4068773e-08   8.8619604e+06   6.8381152e+05   2.4146770e-05   2.2525325e-09
   1.1212121e+00   1.1948486e-01  -7.4205957e-03   1.8536090e-08   1.8533668e-08   6.4469075e+06   4.0038562e+05   1.3064521e-04   3.1259160e-09
